Longitude,Latitude,Altitude,Slope,Curve,Speed,EC_DP,Red,IR,Moisture,Soil_Temp_C
-111.709525,33.08177,387,0.9894,-0.036,4.78,440.72,375.11,1207.32,26.84,19.3
-111.7095,33.08177,387,0.9635,-0.0375,4.79,477.26,374.68,1206.01,26.95,19.22
-111.7094317,33.08177,387,0.8888,-0.0405,4.78,562.73,375.46,1209.63,27.23,19.1
-111.7093634,33.08177,387.1,0.8235,-0.0408,4.72,471.04,372.4,1201.7,26.66,19.42
-111.7093417,33.08177,387.2,0.8069,-0.0403,4.74,431.46,370.35,1202.53,26.53,19.47
-111.7093184,33.08177,387.2,0.7913,-0.0387,4.78,387.7,369.53,1205.18,26.41,19.5
-111.709295,33.08177,387.2,0.7808,-0.0369,4.82,346.47,370.86,1209.88,26.3,19.51
-111.7092717,33.08177,387.3,0.775,-0.0345,4.87,316.11,374,1216.68,26.22,19.5
-111.7092467,33.0817716,387.3,0.7758,-0.0313,4.9,297.93,378.06,1224.62,26.19,19.47
-111.7092234,33.0817716,387.3,0.7762,-0.0279,4.93,290.46,380.57,1228.8,26.19,19.46
-111.7092,33.0817716,387.3,0.7775,-0.0241,4.98,284.54,380.56,1226.4,26.2,19.46
-111.709175,33.08177,387.3,0.7758,-0.0197,5.06,278.67,378.32,1217.42,26.22,19.45
-111.7091484,33.08177,387.3,0.7673,-0.0193,5.13,279.14,376.67,1210.21,26.26,19.36
-111.7091234,33.08177,387.3,0.7653,-0.018,5.18,288.71,377.85,1213.12,26.32,19.23
-111.7090983,33.0817716,387.3,0.7598,-0.0192,5.19,302.52,380.34,1222.05,26.41,19.13
-111.7090734,33.0817716,387.4,0.7465,-0.024,5.2,313.64,381.37,1229.37,26.52,19.1
-111.7090484,33.0817716,387.4,0.7281,-0.0334,5.2,320.62,380.48,1233.5,26.64,19.1
-111.7090234,33.0817733,387.4,0.7092,-0.0481,5.2,327.49,379.39,1236.14,26.76,19.09
-111.7089984,33.0817733,387.4,0.6757,-0.072,5.2,335.24,379.3,1236.76,26.88,19.08
-111.7089734,33.0817733,387.5,0.6417,-0.1009,5.2,340.21,380.01,1234.97,26.99,19.09
-111.7089484,33.081775,387.4,0.6151,-0.1339,5.2,337.46,381.36,1233.19,27.08,19.14
-111.708925,33.0817733,387.4,0.5754,-0.1696,5.2,325.4,382.76,1233.94,27.14,19.21
-111.7089,33.0817733,387.4,0.5385,-0.2082,5.2,303.99,383.96,1237.26,27.18,19.22
-111.7088733,33.0817733,387.4,0.5012,-0.2481,5.2,281.87,384.42,1241.44,27.21,19.1
-111.7088483,33.0817733,387.4,0.4651,-0.2869,5.21,273,383.88,1243.41,27.25,18.94
-111.7088233,33.0817716,387.5,0.4326,-0.3196,5.24,278.55,383.32,1242.56,27.32,18.83
-111.7087967,33.0817716,387.5,0.415,-0.3479,5.26,292.56,384.28,1240.55,27.4,18.77
-111.70877,33.0817733,387.6,0.4083,-0.3696,5.29,302.32,386.33,1240.08,27.5,18.74
-111.708745,33.0817733,387.7,0.4006,-0.3907,5.29,303.73,387.23,1240.97,27.58,18.71
-111.70872,33.0817733,387.7,0.3965,-0.413,5.28,304.07,386.4,1241,27.65,18.7
-111.7086933,33.0817733,387.8,0.3947,-0.4424,5.24,305.01,383.91,1237.8,27.7,18.73
-111.7086684,33.0817733,387.9,0.3929,-0.4773,5.15,298.55,380.13,1231.86,27.73,18.79
-111.7086434,33.0817733,387.8,0.4008,-0.5155,5.01,282.86,376.05,1226.38,27.77,18.85
-111.70862,33.0817733,387.8,0.4066,-0.5533,4.88,269.09,374.07,1224.71,27.8,18.86
-111.7085967,33.0817733,387.8,0.4126,-0.594,4.78,266.15,374.87,1226.9,27.83,18.82
-111.7085734,33.0817733,387.8,0.4187,-0.6356,4.73,274.81,377.04,1230.61,27.86,18.74
-111.7085516,33.0817716,387.7,0.4172,-0.6766,4.71,287.58,378.38,1232.89,27.86,18.67
-111.70853,33.0817716,387.7,0.4178,-0.7151,4.71,300.03,378.69,1233.41,27.86,18.63
-111.7085066,33.0817716,387.7,0.422,-0.7502,4.72,313.65,378.99,1233.94,27.83,18.62
-111.7084834,33.0817716,387.7,0.4367,-0.7739,4.76,329.42,380.28,1236.14,27.81,18.65
-111.7084616,33.0817716,387.7,0.4423,-0.7932,4.82,344.48,381.84,1238.7,27.79,18.69
-111.7084384,33.0817716,387.7,0.4475,-0.8092,4.9,354.68,382.68,1239.93,27.78,18.71
-111.7084167,33.0817716,387.7,0.4516,-0.8204,4.97,356.73,382.38,1238.93,27.79,18.72
-111.7083917,33.0817733,387.7,0.462,-0.8253,5.03,353.84,381.15,1236.6,27.83,18.73
-111.7083666,33.0817716,387.7,0.4482,-0.9033,5.03,351.57,379.28,1235.68,27.88,18.73
-111.7083417,33.08177,387.7,0.4435,-0.9593,4.97,351.97,378.66,1238.59,27.94,18.73
-111.7083184,33.08177,387.8,0.4474,-1.0359,4.89,353.14,380.33,1244.02,28,18.74
-111.708295,33.0817683,387.8,0.4367,-1.156,4.81,350.25,383.07,1249.43,28.04,18.8
-111.7082734,33.0817666,387.7,0.4248,-1.3128,4.77,341.27,384.84,1252.63,28.07,18.89
-111.70825,33.081765,387.7,0.4112,-1.5414,4.76,328.48,385.1,1253.34,28.08,19.01
-111.7082284,33.081765,387.7,0.4003,-1.8122,4.81,320.8,384.14,1251.11,28.06,19.09
-111.708205,33.0817633,387.7,0.3804,-2.1591,4.89,320.68,382.77,1245.32,28.02,19.13
-111.70818,33.0817633,387.6,0.3694,-2.5897,5,328.42,381.79,1237.25,27.96,19.14
-111.7081567,33.0817633,387.6,0.3659,-2.999,5.1,336.41,382.19,1233.04,27.85,19.16
-111.7081317,33.0817633,387.6,0.356,-3.439,5.17,337.69,384.52,1235.58,27.67,19.17
-111.708105,33.0817633,387.6,0.3475,-3.8458,5.23,327.92,388.61,1243.27,27.45,19.17
-111.70808,33.0817633,387.5,0.3402,-4.1271,5.26,316.47,391.43,1248.9,27.23,19.19
-111.7080534,33.0817616,387.5,0.3303,-4.2417,5.27,311.38,391.09,1250.5,27.04,19.26
-111.7080268,33.0817616,387.5,0.3352,-4.1463,5.22,313.12,387.5,1248.65,26.93,19.32
-111.7080016,33.08176,387.4,0.3431,-3.89,5.08,314.25,383.81,1244.85,26.94,19.31
-111.7079766,33.08176,387.3,0.3592,-3.4622,4.84,311.31,382.44,1240.97,27.07,19.25
-111.7079534,33.0817583,387.3,0.3673,-3.0065,4.55,305.04,383.26,1240.18,27.25,19.21
-111.7079317,33.0817583,387.3,0.3784,-2.542,4.3,298.44,384.48,1242.26,27.43,19.22
-111.7079116,33.0817583,387.3,0.3871,-2.1125,4.09,293.28,385.07,1244.11,27.58,19.25
-111.7078933,33.0817566,387.3,0.3936,-1.7443,3.94,290.44,384.95,1244.07,27.69,19.29
-111.707875,33.0817566,387.3,0.4038,-1.4042,3.77,289.35,384.48,1242.67,27.78,19.31
-111.7078567,33.0817566,387.3,0.4134,-1.1084,3.57,290.34,383.95,1241.64,27.85,19.32
-111.70784,33.081755,387.3,0.4147,-0.8809,3.32,293.89,383.71,1242.7,27.9,19.32
-111.7078234,33.081755,387.3,0.4196,-0.6896,3.02,299.62,383.81,1246.12,27.95,19.34
-111.7077934,33.0817516,387.3,0.4137,-0.4364,2.44,311.7,384.53,1254.61,28.03,19.4
-111.7077817,33.0817516,387.3,0.4191,-0.3605,2.26,315.49,384.85,1257.35,28.06,19.43
-111.7077734,33.0817516,387.2,0.4204,-0.3153,2.15,317.79,385.05,1258.94,28.07,19.44
-111.7077683,33.0817516,387.3,0.4162,-0.2914,2.1,319.01,385.16,1259.78,28.08,19.46
-111.70777,33.0821916,387.5,1.3571,-0.0214,2.09,336.24,388.66,1245.91,28.18,19.24
-111.7077784,33.0821916,387.4,1.3567,-0.0212,2.16,335.12,388.13,1244.54,28.18,19.24
-111.7077868,33.0821916,387.4,1.3561,-0.021,2.25,333.88,387.57,1243.17,28.17,19.22
-111.7077967,33.0821916,387.3,1.3554,-0.0207,2.36,332.25,386.88,1241.62,28.16,19.21
-111.70781,33.0821916,387.2,1.3542,-0.0203,2.54,329.61,385.96,1239.67,28.13,19.19
-111.7078267,33.08219,387.2,1.3531,-0.0196,2.8,325.75,384.99,1237.82,28.09,19.15
-111.7078433,33.0821883,387.2,1.3516,-0.0187,3.06,321,384.48,1236.67,28.02,19.11
-111.7078634,33.0821883,387.2,1.3482,-0.0175,3.37,313.6,384.59,1235.52,27.92,19.08
-111.7078817,33.0821883,387.1,1.3421,-0.0159,3.64,304.37,384.9,1232.88,27.8,19.07
-111.7079217,33.0821883,387.1,1.3326,-0.0119,4.1,282.22,383.24,1219.62,27.51,19.06
-111.7079418,33.0821883,387.1,1.3259,-0.0096,4.21,278.83,381.89,1214.41,27.41,19.04
-111.7079633,33.0821883,387.1,1.3179,-0.007,4.27,282.12,380.69,1211.51,27.34,19.02
-111.7079834,33.0821883,387,1.3097,-0.0046,4.31,289.19,379.68,1210.26,27.31,18.98
-111.708005,33.0821883,387,1.3003,-0.002,4.36,298.85,378.48,1210.13,27.3,18.93
-111.7080268,33.0821883,387,1.2896,0.0004,4.4,309.69,377.66,1211.52,27.31,18.89
-111.7080484,33.0821883,386.9,1.2766,0.0027,4.41,321.74,377.86,1214.36,27.33,18.89
-111.70807,33.0821883,386.9,1.2675,0.0046,4.41,334.97,379.49,1218.78,27.36,18.91
-111.70809,33.0821883,386.8,1.2575,0.0059,4.41,346.86,381.91,1224.26,27.38,18.9
-111.7081116,33.0821883,386.8,1.2466,0.007,4.4,356.87,384.66,1230.57,27.41,18.82
-111.7081334,33.0821883,386.9,1.2353,0.0078,4.4,362.19,386.78,1235.5,27.45,18.7
-111.708155,33.0821883,387,1.2241,0.0084,4.41,363.21,387.93,1238.03,27.5,18.58
-111.7081766,33.0821866,387,1.2135,0.0086,4.42,361.59,388.02,1238.6,27.59,18.5
-111.7081984,33.0821866,387.1,1.1969,0.0087,4.45,360.03,386.79,1238.06,27.7,18.47
-111.7082217,33.0821866,387.1,1.1859,0.0086,4.52,359.48,384.36,1236.67,27.83,18.47
-111.7082434,33.082185,387.1,1.174,0.0085,4.59,356.58,381.96,1234.81,27.95,18.46
-111.7082666,33.082185,387.1,1.1604,0.0081,4.67,347.58,380.15,1232.23,28.07,18.44
-111.7082884,33.082185,387.1,1.1466,0.0077,4.74,333.31,379.18,1229.98,28.16,18.42
-111.7083117,33.082185,387,1.1306,0.0074,4.82,317.97,378.73,1228.55,28.23,18.41
-111.7083366,33.0821833,387,1.1119,0.007,4.92,308.18,378.63,1227.65,28.27,18.39
-111.70836,33.0821833,387,1.0878,0.0067,5.01,304.67,378.44,1226.87,28.29,18.34
-111.708385,33.0821833,387,1.067,0.0065,5.08,300.05,377.8,1226.8,28.28,18.28
-111.70841,33.0821833,387.1,1.0422,0.0064,5.13,292.47,377.01,1227.12,28.26,18.23
-111.708435,33.0821833,387.1,1.016,0.0063,5.18,284.48,376.46,1225.33,28.23,18.21
-111.7084616,33.0821833,387.1,0.9863,0.0063,5.22,281.76,376.07,1220.1,28.2,18.16
-111.7084867,33.0821833,387.1,0.9575,0.0063,5.26,286.81,376.01,1215.03,28.17,18.12
-111.7085116,33.0821816,387.1,0.9255,0.0064,5.28,293.59,376.51,1213.55,28.14,18.12
-111.7085383,33.0821816,387.1,0.8928,0.0064,5.29,294.21,378.54,1217.84,28.11,18.15
-111.708565,33.0821816,387.1,0.8605,0.0064,5.28,288.11,381.31,1224.8,28.09,18.18
-111.70859,33.08218,387.1,0.8328,0.0065,5.24,281.59,382.33,1228.66,28.06,18.18
-111.708615,33.08218,387,0.8026,0.0066,5.15,276.26,381.36,1227.95,28.03,18.15
-111.70864,33.08218,387,0.7724,0.0069,5.02,274.29,380.16,1223.85,27.99,18.13
-111.708665,33.08218,386.9,0.7374,0.008,4.89,278.51,379.48,1216.62,27.94,18.13
-111.7086867,33.08218,386.9,0.7104,0.009,4.81,289.35,379.33,1210.26,27.88,18.14
-111.70871,33.08218,386.9,0.6828,0.0104,4.74,305.49,379.89,1208.14,27.81,18.15
-111.7087317,33.08218,386.9,0.6584,0.012,4.72,318.34,381.18,1212.58,27.74,18.14
-111.7087534,33.0821816,386.9,0.6309,0.0142,4.72,322.5,382.47,1219.3,27.68,18.12
-111.7087768,33.0821816,386.9,0.6048,0.017,4.74,316.45,382.82,1224.63,27.64,18.11
-111.7088016,33.0821816,387,0.5781,0.0207,4.77,303.48,381.51,1226.34,27.62,18.17
-111.708825,33.0821816,387,0.5503,0.0257,4.78,293.93,379.45,1225.89,27.67,18.26
-111.7088483,33.0821816,387,0.5276,0.0309,4.78,291.95,378.09,1225.17,27.76,18.34
-111.7088717,33.0821816,386.9,0.5094,0.0368,4.76,294.62,378.18,1226.37,27.89,18.36
-111.7088934,33.0821816,386.9,0.4939,0.0428,4.74,294.25,378.77,1228.4,28.01,18.34
-111.7089167,33.0821816,386.9,0.4788,0.0498,4.72,289.94,379.21,1229.21,28.13,18.33
-111.70894,33.0821816,386.9,0.4658,0.0572,4.71,287.25,379.65,1227.4,28.22,18.32
-111.7089617,33.0821833,386.8,0.4515,0.0646,4.7,288.5,380.37,1224.9,28.26,18.33
-111.7089834,33.0821816,386.8,0.4413,0.0726,4.7,290.06,381.15,1223.25,28.28,18.34
-111.7090067,33.0821816,386.8,0.4387,0.0805,4.7,288.86,381.28,1222.87,28.26,18.35
-111.7090284,33.0821816,386.8,0.4386,0.0879,4.7,287.22,380.36,1223.02,28.22,18.33
-111.7090517,33.0821816,386.8,0.4389,0.0954,4.7,287.85,378.88,1223.13,28.15,18.32
-111.7090734,33.0821816,386.8,0.4406,0.1021,4.7,289.1,377.97,1222.69,28.08,18.33
-111.7090967,33.0821816,386.8,0.4435,0.1087,4.7,289.28,377.53,1220.11,27.99,18.35
-111.70912,33.0821816,386.8,0.4473,0.1146,4.69,291.82,377.46,1214.9,27.92,18.39
-111.7091417,33.0821816,386.8,0.445,0.1216,4.68,300.55,378.65,1211.33,27.86,18.41
-111.709165,33.0821816,386.8,0.4519,0.1265,4.66,314.29,382.06,1213.7,27.83,18.45
-111.7091867,33.0821816,386.8,0.4586,0.1311,4.64,324.88,385.81,1221.12,27.81,18.48
-111.7092084,33.0821816,386.7,0.4624,0.1355,4.63,329.92,387.81,1228.92,27.8,18.49
-111.70923,33.0821833,386.7,0.4605,0.1409,4.64,330.76,386.9,1233.32,27.79,18.48
-111.709255,33.082185,386.7,0.4573,0.1481,4.68,326.42,383.66,1233.9,27.77,18.47
-111.7092784,33.0821833,386.7,0.4605,0.1548,4.75,318,380.84,1232.37,27.75,18.48
-111.7093034,33.0821816,386.7,0.4545,0.1617,4.85,307.3,378.76,1230.58,27.76,18.49
-111.7093284,33.08218,386.7,0.4546,0.1685,4.94,295.05,376.6,1228.42,27.79,18.5
-111.7093534,33.08218,386.7,0.4454,0.1763,5.04,281.1,374.43,1225.37,27.85,18.5
-111.70938,33.0821783,386.8,0.4361,0.1816,5.12,272.97,373.5,1221.66,27.95,18.51
-111.709405,33.0821766,386.8,0.4254,0.1829,5.17,277.56,373.82,1219.4,28.06,18.55
-111.70943,33.0821766,386.8,0.4092,0.1802,5.19,285.66,374.1,1219.22,28.16,18.61
-111.7094567,33.082175,386.8,0.3923,0.1691,5.2,284.91,373.87,1218.99,28.23,18.67
-111.7094817,33.0821733,386.7,0.3803,0.1513,5.2,271.72,374.31,1216.64,28.25,18.7
-111.7095067,33.0821733,386.7,0.3663,0.1289,5.2,250.97,376.89,1215.09,28.21,18.74
-111.7095317,33.0821733,386.7,0.3536,0.1025,5.2,231.31,380.95,1217.38,28.1,18.83
-111.7095566,33.0821716,386.7,0.3468,0.0742,5.2,221.66,383.55,1221.78,27.93,18.93
-111.7095817,33.0821733,386.6,0.3369,0.0477,5.18,224.75,382.84,1225.44,27.7,19.02
-111.709605,33.0821733,386.6,0.3354,0.0257,5.16,236.55,380.65,1227.81,27.49,19.1
-111.70963,33.0821733,386.6,0.3359,0.0069,5.14,254.67,378.84,1228.6,27.27,19.17
-111.7096534,33.0821733,386.6,0.3449,-0.0058,5.12,273.88,377.76,1227.01,27.11,19.2
-111.7096784,33.0821733,386.6,0.358,-0.0124,5.12,291.46,376.55,1224.55,27,19.22
-111.7097034,33.0821733,386.6,0.3746,-0.0139,5.17,299.18,375.05,1223.78,26.94,19.24
-111.7097534,33.0821733,386.7,0.4157,-0.007,5.39,291.47,374.28,1228.71,26.88,19.27
-111.7097784,33.0821733,386.7,0.4371,-0.0014,5.45,302.17,376.56,1228.78,26.86,19.25
-111.709805,33.0821733,386.7,0.4626,0.0026,5.48,325.97,379.85,1226.03,26.82,19.24
-111.7098317,33.0821733,386.7,0.4876,0.0067,5.47,357.28,382.8,1222.09,26.77,19.26
-111.7098584,33.0821733,386.7,0.511,0.0099,5.43,387.47,384.77,1219.73,26.72,19.27
-111.709885,33.082175,386.6,0.5329,0.0112,5.37,398.64,385.2,1220.47,26.68,19.28
-111.70991,33.082175,386.7,0.5522,0.011,5.33,381.87,384.4,1222.79,26.64,19.28
-111.709935,33.082175,386.7,0.5745,0.0098,5.29,344.49,383.17,1223.81,26.6,19.29
-111.709985,33.0821733,386.7,0.6114,0.0068,5.22,266.9,382.15,1219.59,26.52,19.33
-111.71001,33.0821733,386.7,0.6296,0.0053,5.2,253.04,382.51,1220.42,26.49,19.31
-111.710035,33.0821716,386.8,0.6483,0.0049,5.18,245.86,382.09,1221.66,26.46,19.31
-111.71006,33.08217,386.8,0.6688,0.0063,5.15,234.04,380.84,1221.1,26.44,19.34
-111.710085,33.08217,386.9,0.6979,0.0096,5.1,219.5,378.99,1218.9,26.42,19.37
-111.7101084,33.08217,386.9,0.7258,0.0141,5.05,213.79,376.59,1216.95,26.4,19.35
-111.7101334,33.08217,386.9,0.7594,0.022,5.02,220.66,374.24,1216.79,26.4,19.29
-111.7101567,33.0821716,386.9,0.7946,0.0292,4.99,232.43,373.73,1218.51,26.39,19.26
-111.71018,33.0821716,386.8,0.83,0.0376,4.98,242.39,374.94,1220.59,26.38,19.26
-111.7102034,33.0821716,386.8,0.867,0.0462,4.96,248.81,376.68,1222.08,26.35,19.3
-111.7102967,33.0821716,386.8,1.0058,0.0709,4.81,251.18,371.71,1227.49,25.92,19.43
-111.71032,33.0821716,386.8,1.0312,0.0731,4.81,244.64,372.14,1221.96,25.93,19.39
-111.710345,33.08217,386.9,1.05,0.0752,4.82,232.82,373.44,1213.68,25.96,19.36
-111.7103684,33.08217,386.9,1.0645,0.0747,4.82,220.62,375.05,1206.23,26,19.35
-111.7103934,33.08217,386.9,1.0728,0.0726,4.81,212.47,377.21,1202.48,26.05,19.34
-111.7104167,33.08217,386.9,1.0691,0.0685,4.79,211.09,379.41,1203.77,26.08,19.33
-111.71044,33.08217,386.9,1.0566,0.0624,4.77,213.17,381.09,1207.75,26.1,19.32
-111.7104616,33.08217,386.8,1.0379,0.0561,4.74,217.62,382.17,1212.22,26.11,19.31
-111.710485,33.08217,386.8,1.0115,0.0479,4.74,226.61,383,1216.81,26.14,19.29
-111.7105084,33.0821716,386.8,0.9813,0.0378,4.76,240.42,382.92,1219.69,26.18,19.28
-111.7105534,33.0821716,386.8,0.9109,0.0133,4.9,270.09,379.41,1220.25,26.34,19.19
-111.7105784,33.0821716,386.8,0.8675,-0.0011,4.96,274.39,379.58,1223.49,26.44,19.13
-111.7106018,33.0821716,386.9,0.8252,-0.0154,4.98,262.53,381.02,1227.72,26.53,19.1
-111.7106267,33.0821716,386.9,0.7858,-0.031,4.99,238.15,382.16,1230.29,26.6,19.12
-111.7106516,33.0821716,387,0.7517,-0.0455,4.99,214.7,381.65,1229.73,26.65,19.16
-111.710675,33.0821716,387,0.7266,-0.0569,4.97,204.74,379.61,1227.03,26.65,19.18
-111.7107,33.0821716,387,0.7093,-0.0654,4.92,211.08,377.54,1223.21,26.63,19.17
-111.7107234,33.0821716,387,0.7041,-0.0691,4.87,221.26,376.93,1219.63,26.61,19.16
-111.7107467,33.08217,387,0.7017,-0.0673,4.82,219.32,377.45,1217.88,26.6,19.15
-111.71077,33.08217,387,0.7111,-0.0614,4.77,198.6,378.78,1219.8,26.58,19.12
-111.7107934,33.0821683,387,0.7261,-0.0515,4.73,174.5,381.13,1225.16,26.55,19.09
-111.710815,33.08217,387,0.7449,-0.0391,4.7,168.05,383.14,1229.72,26.51,19.08
-111.7108384,33.08217,387,0.7633,-0.0238,4.67,185.52,383.72,1231.27,26.44,19.12
-111.71086,33.0821716,387,0.7789,-0.0087,4.63,219.22,382.58,1229.98,26.35,19.22
-111.7109034,33.0821716,386.9,0.789,0.0219,4.53,271.65,381.22,1228.52,26.18,19.47
-111.710925,33.0821716,386.9,0.786,0.0361,4.51,272.76,382.53,1228.12,26.15,19.48
-111.7109483,33.0821716,386.9,0.7767,0.0497,4.5,269,384.65,1226.43,26.18,19.41
-111.71097,33.0821716,386.9,0.7631,0.0603,4.5,271.94,386.57,1224.88,26.24,19.33
-111.7109917,33.0821716,386.9,0.7461,0.0687,4.5,286.15,387.72,1225.85,26.33,19.26
-111.711035,33.0821716,386.9,0.7102,0.0785,4.52,323.64,386.08,1236.6,26.5,19.19
-111.7110567,33.0821716,386.9,0.6911,0.078,4.55,331,384.27,1238.93,26.51,19.18
-111.71108,33.0821733,386.9,0.6746,0.0744,4.58,332.11,382.37,1235.82,26.48,19.21
-111.7111017,33.0821733,386.8,0.6601,0.0694,4.62,327.18,381.19,1230.11,26.42,19.26
-111.711125,33.0821733,386.8,0.6482,0.0625,4.66,313.19,381.21,1225.87,26.34,19.32
-111.7111466,33.0821733,386.8,0.641,0.0554,4.68,295.56,382.25,1226.08,26.24,19.39
-111.71117,33.0821733,386.9,0.6374,0.0475,4.69,279.99,383.28,1228.36,26.14,19.46
-111.7111917,33.0821733,386.9,0.6409,0.0401,4.68,272.6,383.62,1229.19,26.07,19.52
-111.7112134,33.082175,386.9,0.6478,0.0331,4.66,270.51,383.9,1229.02,26.04,19.56
-111.711235,33.082175,386.8,0.6559,0.0273,4.64,270.53,384.74,1230.02,26.05,19.57
-111.7112583,33.082175,386.8,0.67,0.0219,4.62,269.03,386.06,1233.18,26.1,19.56
-111.71128,33.082175,386.7,0.6853,0.0178,4.61,262.92,386.59,1236.37,26.17,19.53
-111.7113034,33.082175,386.7,0.7034,0.0143,4.62,252.45,385.63,1238.35,26.26,19.5
-111.711325,33.082175,386.7,0.7207,0.0117,4.64,244.62,384.07,1238.83,26.33,19.45
-111.7113484,33.082175,386.7,0.7423,0.0085,4.66,241.35,383.02,1238.57,26.4,19.38
-111.71137,33.082175,386.7,0.7589,0.0074,4.68,241.1,382.64,1237.78,26.45,19.33
-111.7113934,33.082175,386.7,0.7767,0.0061,4.7,240.54,381.74,1235.52,26.52,19.32
-111.711415,33.0821766,386.8,0.7924,0.0053,4.72,239.93,380.25,1231.73,26.6,19.34
-111.7114383,33.0821766,386.8,0.8067,0.0047,4.73,241.99,379.51,1226.69,26.7,19.36
-111.7114617,33.0821783,386.8,0.8201,0.0041,4.74,251.02,380.58,1223.95,26.81,19.39
-111.711485,33.08218,386.9,0.8332,0.0035,4.7,271.73,382.89,1226.54,26.93,19.43
-111.7115084,33.08218,386.9,0.8413,0.0032,4.56,306.07,385.08,1232.55,27.04,19.5
-111.7115317,33.08218,386.9,0.8478,0.003,4.32,345.23,386.06,1237.33,27.14,19.58
-111.7115517,33.08218,386.9,0.8532,0.0028,4.08,367.77,385.57,1239.67,27.22,19.62
-111.7115717,33.08218,386.9,0.8567,0.0027,3.86,369.89,384.47,1241.57,27.29,19.61
-111.7115884,33.08218,386.9,0.8589,0.0026,3.72,355.63,383.59,1243.49,27.34,19.58
-111.711605,33.08218,387,0.8606,0.0025,3.62,331.31,382.99,1245.64,27.37,19.54
-111.7116217,33.08218,387,0.8615,0.0025,3.55,301.43,382.7,1247.83,27.4,19.49
-111.71165,33.0817966,387.1,1.5577,0.0008,2.4,175.49,384.18,1228,27.8,20
-111.71164,33.081795,387,1.5626,0.0008,2.47,184.51,383.71,1224.89,27.84,20
-111.71163,33.0817933,386.9,1.5676,0.0009,2.55,193.41,383.2,1221.66,27.88,20
-111.71162,33.0817933,386.8,1.5672,0.0009,2.66,202.39,382.66,1218.26,27.93,20
-111.7116084,33.0817933,386.8,1.5667,0.0009,2.81,212.77,382.04,1214.24,28,19.98
-111.711595,33.0817916,386.8,1.5711,0.001,3.04,225.27,381.39,1209.53,28.08,19.96
-111.7115767,33.0817916,386.8,1.5695,0.0011,3.42,242.27,380.68,1203.69,28.18,19.91
-111.7115567,33.08179,386.8,1.5684,0.0014,3.9,261.14,380.04,1199.13,28.29,19.84
-111.7115334,33.08179,386.7,1.5636,0.0017,4.39,281.65,379.37,1196.79,28.38,19.75
-111.71151,33.08179,386.6,1.555,0.002,4.7,295.66,378.71,1196.85,28.43,19.69
-111.711485,33.08179,386.6,1.5455,0.0025,4.87,298.86,377.92,1195.18,28.47,19.65
-111.71146,33.0817916,386.6,1.5291,0.0029,4.96,289.26,376.61,1188.67,28.5,19.64
-111.711435,33.0817916,386.6,1.518,0.0035,5.01,276.11,375.57,1180.92,28.53,19.64
-111.71141,33.0817933,386.7,1.4943,0.0041,5.02,267.94,375.78,1178.17,28.55,19.64
-111.711385,33.0817933,386.8,1.478,0.0046,4.99,263,376.68,1181.74,28.52,19.59
-111.71136,33.081795,386.8,1.4553,0.0051,4.92,257.93,377.22,1189.41,28.43,19.54
-111.711335,33.0817966,386.9,1.4284,0.0051,4.85,254.58,377.47,1199.75,28.27,19.5
-111.7113116,33.0817983,387,1.4033,0.0051,4.79,255.96,378.08,1211.19,28.07,19.48
-111.7112884,33.0817983,387.1,1.3859,0.0049,4.74,260.53,379.35,1221.37,27.86,19.45
-111.711265,33.0818,387.1,1.3626,0.0043,4.72,263.18,381.11,1227.68,27.65,19.43
-111.7112434,33.0818016,387.1,1.3345,0.0057,4.71,260.68,382.87,1229.65,27.5,19.41
-111.71122,33.0818016,387.1,1.3153,0.0054,4.7,254.36,384,1230.62,27.39,19.39
-111.7111967,33.0818033,387,1.2853,0.0047,4.7,248.5,383.18,1232.55,27.36,19.35
-111.7111716,33.0818033,387,1.2662,0.0038,4.69,243,380.21,1232.47,27.38,19.34
-111.7111484,33.081805,387.1,1.2396,0.0028,4.67,235.99,377.18,1228.02,27.42,19.38
-111.711125,33.0818066,387.1,1.2161,0.0016,4.61,225.95,376.28,1223.58,27.46,19.45
-111.7111017,33.0818083,387.2,1.1936,0.0004,4.49,214.76,377.9,1223.8,27.48,19.51
-111.71108,33.08181,387.2,1.1736,-0.0012,4.33,206.54,380.42,1227.76,27.49,19.55
-111.71106,33.0818116,387.3,1.1594,-0.0029,4.2,202.42,382.45,1231.98,27.5,19.58
-111.71104,33.0818116,387.4,1.1515,-0.0053,4.13,202.1,383.76,1235.25,27.5,19.6
-111.7110217,33.0818133,387.4,1.1447,-0.0074,4.12,205.75,384.37,1237.39,27.5,19.61
-111.7110016,33.0818133,387.4,1.1447,-0.0102,4.19,213.28,384.47,1238.78,27.5,19.6
-111.7109817,33.0818133,387.4,1.1497,-0.013,4.32,221.39,383.9,1238.98,27.51,19.58
-111.71096,33.0818149,387.4,1.1483,-0.017,4.48,225.57,382.39,1236.62,27.52,19.56
-111.7109384,33.0818149,387.4,1.1603,-0.0205,4.62,223.11,380.59,1230.99,27.54,19.55
-111.710915,33.0818149,387.3,1.1729,-0.0238,4.74,218.92,379.59,1221.54,27.58,19.59
-111.7108916,33.0818149,387.3,1.1867,-0.0274,4.83,226.14,380.98,1213.21,27.63,19.63
-111.7108667,33.0818166,387.4,1.1972,-0.0309,4.92,251.72,384.66,1212.08,27.7,19.65
